Hospital_ID,Hospital_Name,Location_Lat,Location_Lon,ICU_Beds_Total,ICU_Beds_Occupied,Traffic_Index,Ambulance_ETA_Minutes,Patient_Severity_Level,Weather_Condition
H001,Manipal Hospital,13.008983,77.709996,82,12,7,17,Medium,Rainy
H003,Sakra Hospital,12.80667,77.621803,86,6,0,12,Low,Clear
H003,Sakra Hospital,12.880916,77.565946,77,8,2,17,Medium,Stormy
H003,Sakra Hospital,12.983525,77.698433,48,46,9,37,High,Clear
H002,Apollo Hospital,12.882869,77.539721,70,35,10,29,Low,Clear
H002,Apollo Hospital,12.946061,77.504513,21,2,2,11,Low,Foggy
H001,Manipal Hospital,12.811403,77.674573,57,33,9,18,Medium,Stormy
H001,Manipal Hospital,12.958887,77.598953,73,3,4,22,Medium,Foggy
H001,Manipal Hospital,12.959761,77.532467,64,7,8,21,Low,Rainy
H003,Sakra Hospital,13.00955,77.572656,84,36,10,18,Low,Stormy
H003,Sakra Hospital,12.987931,77.614572,43,7,7,27,Medium,Clear
H001,Manipal Hospital,12.828667,77.53299,100,85,0,12,Medium,Foggy
H002,Apollo Hospital,13.014267,77.590685,24,19,5,26,Critical,Clear
H003,Sakra Hospital,12.884101,77.577294,31,29,9,28,Low,Clear
H003,Sakra Hospital,12.825848,77.746933,73,1,10,20,High,Rainy
H003,Sakra Hospital,12.811016,77.609494,20,12,2,13,High,Clear
H001,Manipal Hospital,12.951634,77.737434,21,16,4,23,High,Foggy
H003,Sakra Hospital,13.008182,77.55794,49,5,3,14,Low,Foggy
H001,Manipal Hospital,13.062485,77.621176,32,27,2,11,Medium,Stormy
H001,Manipal Hospital,13.083455,77.684846,26,14,3,22,High,Clear
H001,Manipal Hospital,13.007637,77.507745,70,36,8,20,Low,Stormy
H002,Apollo Hospital,12.866093,77.66231,74,18,4,25,Low,Foggy
H001,Manipal Hospital,13.098256,77.590781,38,37,5,26,Low,Clear
H002,Apollo Hospital,12.940024,77.7958,49,33,9,26,Low,Clear
H002,Apollo Hospital,12.859173,77.621083,85,31,0,18,Low,Clear
H001,Manipal Hospital,12.820777,77.783312,72,63,10,21,Low,Foggy
H003,Sakra Hospital,12.946487,77.691054,45,27,7,23,Medium,Rainy
H001,Manipal Hospital,12.955228,77.770902,29,5,9,26,Low,Clear
H001,Manipal Hospital,12.885135,77.749093,21,17,3,16,High,Stormy
H001,Manipal Hospital,12.918876,77.561496,95,32,0,9,Low,Stormy
H001,Manipal Hospital,13.065845,77.679171,83,73,9,28,Low,Rainy
H002,Apollo Hospital,12.870583,77.537972,25,5,2,24,High,Rainy
H002,Apollo Hospital,12.932423,77.791362,20,6,2,15,Low,Stormy
H003,Sakra Hospital,12.865018,77.683499,36,14,7,17,Medium,Rainy
H002,Apollo Hospital,12.940858,77.623226,24,4,0,9,Low,Foggy
H001,Manipal Hospital,12.940535,77.586242,48,23,5,18,Low,Foggy
H001,Manipal Hospital,12.975876,77.7171,96,13,0,19,Medium,Clear
H001,Manipal Hospital,12.959129,77.527792,51,7,2,17,Medium,Stormy
H003,Sakra Hospital,13.045408,77.709049,65,43,5,14,Medium,Stormy
H002,Apollo Hospital,13.045744,77.534121,35,1,3,17,High,Stormy
H001,Manipal Hospital,12.805872,77.718082,21,16,1,12,Low,Rainy
H003,Sakra Hospital,12.914139,77.633693,70,67,4,14,Low,Foggy
H003,Sakra Hospital,12.930958,77.556168,78,47,8,20,Medium,Clear
H002,Apollo Hospital,12.956661,77.799903,52,9,10,30,Low,Clear
H003,Sakra Hospital,12.93213,77.586542,22,19,4,14,Low,Foggy
H001,Manipal Hospital,13.097984,77.560568,93,53,6,22,Medium,Clear
H001,Manipal Hospital,13.030259,77.506514,64,52,0,17,Low,Rainy
H003,Sakra Hospital,12.814889,77.607798,85,29,5,9,Low,Clear
H003,Sakra Hospital,12.989383,77.558376,40,25,5,25,Medium,Foggy
H001,Manipal Hospital,12.903381,77.548702,53,23,7,22,Low,Stormy
H003,Sakra Hospital,12.883015,77.609596,54,11,10,18,High,Rainy
H003,Sakra Hospital,12.839485,77.639327,41,27,0,22,Medium,Stormy
H003,Sakra Hospital,13.037808,77.696927,67,44,7,15,Medium,Rainy
H003,Sakra Hospital,12.950649,77.725261,42,10,1,19,High,Foggy
H002,Apollo Hospital,12.890613,77.62549,94,10,10,22,Low,Clear
H003,Sakra Hospital,13.078007,77.710356,23,17,8,23,Medium,Clear
H003,Sakra Hospital,12.901749,77.5846,68,21,10,21,Medium,Rainy
H002,Apollo Hospital,12.811036,77.772834,74,2,8,21,High,Rainy
H001,Manipal Hospital,12.909562,77.62739,54,50,10,25,High,Clear
H003,Sakra Hospital,12.838838,77.745849,72,11,0,10,Medium,Foggy
H002,Apollo Hospital,12.981978,77.667687,51,0,6,13,High,Clear
H003,Sakra Hospital,12.867459,77.657274,82,55,9,29,Low,Foggy
H003,Sakra Hospital,13.032119,77.658295,87,9,0,11,High,Rainy
H002,Apollo Hospital,12.978795,77.666456,39,14,1,19,Low,Clear
H001,Manipal Hospital,12.949395,77.591667,24,12,10,22,Medium,Foggy
H003,Sakra Hospital,12.980812,77.692334,83,5,8,12,Low,Rainy
H001,Manipal Hospital,13.079558,77.705441,56,52,2,20,High,Clear
H003,Sakra Hospital,12.869232,77.716455,98,21,8,17,Low,Clear
H003,Sakra Hospital,12.848293,77.766913,79,41,7,23,Medium,Stormy
H002,Apollo Hospital,12.986461,77.613276,88,1,2,16,Medium,Rainy
H002,Apollo Hospital,12.970105,77.556877,50,16,3,24,Medium,Foggy
H002,Apollo Hospital,13.088264,77.727854,25,4,4,24,Medium,Rainy
H003,Sakra Hospital,12.977196,77.710144,97,61,7,16,Low,Clear
H001,Manipal Hospital,12.863185,77.7693,82,25,6,21,Low,Foggy
H002,Apollo Hospital,12.837621,77.665411,93,89,2,19,High,Stormy
H002,Apollo Hospital,12.886375,77.618681,49,11,1,9,Low,Clear
H001,Manipal Hospital,13.060966,77.524207,99,70,0,10,Medium,Foggy
H001,Manipal Hospital,13.002442,77.752527,85,2,10,18,High,Foggy
H001,Manipal Hospital,13.058408,77.720989,48,14,7,29,Medium,Stormy
H001,Manipal Hospital,13.0019,77.537738,39,7,3,21,High,Foggy
H002,Apollo Hospital,12.861239,77.769305,38,6,9,30,Medium,Rainy
H003,Sakra Hospital,13.064912,77.654053,94,10,1,14,High,Rainy
H001,Manipal Hospital,13.067141,77.766207,58,14,0,20,High,Foggy
H001,Manipal Hospital,13.083234,77.661678,61,7,6,18,Critical,Stormy
H002,Apollo Hospital,13.008055,77.699715,87,2,7,21,Medium,Foggy
H002,Apollo Hospital,12.860216,77.736968,77,36,4,20,Medium,Rainy
H002,Apollo Hospital,12.973196,77.517186,50,13,7,21,Low,Foggy
H003,Sakra Hospital,12.860147,77.654841,98,41,7,27,Medium,Stormy
H002,Apollo Hospital,12.80453,77.685705,43,33,8,18,Medium,Clear
H003,Sakra Hospital,12.909486,77.72955,52,1,2,16,Medium,Foggy
H001,Manipal Hospital,12.992715,77.692684,62,44,0,9,Low,Rainy
H003,Sakra Hospital,12.932161,77.696481,72,72,10,24,Medium,Rainy
H001,Manipal Hospital,12.99224,77.568748,36,14,2,16,Medium,Foggy
H001,Manipal Hospital,12.989037,77.714296,64,28,6,20,Medium,Rainy
H001,Manipal Hospital,12.978951,77.721609,30,4,5,25,Low,Foggy
H001,Manipal Hospital,13.051367,77.522671,87,23,9,18,Low,Rainy
H001,Manipal Hospital,12.922448,77.622483,89,59,0,11,Low,Stormy
H001,Manipal Hospital,12.867069,77.591616,46,11,2,29,Low,Stormy
H003,Sakra Hospital,13.065837,77.72355,71,32,2,15,Low,Clear
H001,Manipal Hospital,12.807544,77.655683,25,2,3,23,Low,Rainy
H002,Apollo Hospital,13.040824,77.540595,72,36,4,23,Medium,Rainy
H002,Apollo Hospital,12.894027,77.687151,26,3,7,21,Medium,Foggy
H002,Apollo Hospital,12.852973,77.732526,88,2,10,24,Low,Rainy
H003,Sakra Hospital,13.042304,77.659873,74,55,8,21,High,Clear
H003,Sakra Hospital,12.856082,77.540829,93,67,4,11,Critical,Clear
H001,Manipal Hospital,12.890109,77.732417,36,4,7,17,High,Foggy
H002,Apollo Hospital,12.833024,77.6228,83,45,9,18,Low,Rainy
H002,Apollo Hospital,12.865128,77.594083,42,16,0,21,Low,Stormy
H001,Manipal Hospital,13.071534,77.603139,53,21,1,14,Low,Foggy
H003,Sakra Hospital,12.922316,77.686856,62,4,10,23,Low,Foggy
H002,Apollo Hospital,12.849561,77.757034,58,50,9,20,Medium,Foggy
H003,Sakra Hospital,12.910744,77.687182,39,20,4,17,Medium,Stormy
H001,Manipal Hospital,12.946182,77.705897,46,5,1,15,Low,Clear
H003,Sakra Hospital,12.977068,77.61803,62,0,4,17,Low,Clear
H003,Sakra Hospital,12.834149,77.631115,34,14,9,22,Low,Stormy
H001,Manipal Hospital,13.082753,77.507745,88,27,9,21,Low,Rainy
H003,Sakra Hospital,12.912019,77.768861,26,1,0,14,Low,Clear
H001,Manipal Hospital,12.813747,77.740242,65,31,2,17,High,Rainy
H001,Manipal Hospital,12.924516,77.63244,37,35,1,13,Low,Foggy
H001,Manipal Hospital,13.092205,77.76421,62,11,4,14,Medium,Clear
H002,Apollo Hospital,13.041479,77.570028,79,57,0,15,High,Foggy
H001,Manipal Hospital,12.941825,77.715406,78,60,8,21,Medium,Foggy
H003,Sakra Hospital,12.880065,77.59898,93,61,4,17,Medium,Rainy
H002,Apollo Hospital,13.007651,77.525151,65,59,9,18,Medium,Rainy
H002,Apollo Hospital,12.977538,77.647364,94,27,4,19,Medium,Clear
H002,Apollo Hospital,12.945833,77.539055,63,41,6,30,Low,Stormy
H002,Apollo Hospital,13.022578,77.505758,85,49,8,21,Critical,Clear
H001,Manipal Hospital,13.038224,77.747122,41,35,0,30,Low,Rainy
H003,Sakra Hospital,13.043235,77.573756,31,5,6,17,Medium,Clear
H003,Sakra Hospital,12.892353,77.711989,42,19,1,18,Low,Rainy
H003,Sakra Hospital,12.811221,77.59722,31,19,7,10,Critical,Foggy
H001,Manipal Hospital,13.041272,77.712838,45,44,10,21,Low,Foggy
H001,Manipal Hospital,12.931763,77.554704,99,53,7,21,High,Clear
H002,Apollo Hospital,12.87696,77.572883,29,27,9,23,Low,Stormy
H001,Manipal Hospital,12.846076,77.505948,47,33,8,25,Low,Stormy
H001,Manipal Hospital,13.071072,77.51437,25,15,2,25,Low,Rainy
H002,Apollo Hospital,12.931141,77.793938,73,47,10,28,Low,Clear
H001,Manipal Hospital,12.977224,77.59376,45,17,9,23,Low,Clear
H002,Apollo Hospital,12.930135,77.693384,98,34,7,24,High,Rainy
H002,Apollo Hospital,12.974089,77.560106,50,31,5,19,Low,Foggy
H001,Manipal Hospital,13.012304,77.677869,45,9,4,11,Medium,Rainy
H003,Sakra Hospital,12.890092,77.666331,69,38,6,17,Critical,Clear
H001,Manipal Hospital,13.046325,77.551145,32,17,10,22,Low,Stormy
H002,Apollo Hospital,13.066063,77.564739,40,37,3,13,Medium,Foggy
H003,Sakra Hospital,12.967695,77.552572,29,26,1,9,Medium,Clear
H001,Manipal Hospital,12.832004,77.608892,37,27,3,22,Medium,Foggy
H003,Sakra Hospital,12.832618,77.519581,40,18,3,20,Low,Foggy
H003,Sakra Hospital,12.979414,77.585135,97,30,4,18,Low,Foggy
H002,Apollo Hospital,12.968011,77.567361,89,71,1,12,Medium,Stormy
H002,Apollo Hospital,12.884621,77.521733,52,52,10,19,Medium,Clear
H002,Apollo Hospital,12.986819,77.771337,65,35,0,21,High,Foggy
H002,Apollo Hospital,12.816179,77.687377,48,24,9,22,Low,Rainy
H001,Manipal Hospital,12.993378,77.736665,87,80,8,18,Medium,Clear
H001,Manipal Hospital,13.056269,77.574185,23,16,4,18,Low,Clear
H001,Manipal Hospital,12.906729,77.525308,64,61,3,16,High,Clear
H003,Sakra Hospital,12.807105,77.619086,60,9,9,22,Low,Rainy
H001,Manipal Hospital,12.845828,77.709001,72,37,9,23,Medium,Foggy
H001,Manipal Hospital,13.079225,77.626498,66,14,7,15,Low,Stormy
H002,Apollo Hospital,12.912994,77.779072,48,45,4,7,Medium,Clear
H001,Manipal Hospital,12.866973,77.718469,67,28,10,23,Low,Stormy
H002,Apollo Hospital,12.866945,77.58213,47,23,8,15,Low,Stormy
H003,Sakra Hospital,13.023509,77.777333,58,15,4,15,Critical,Rainy
H001,Manipal Hospital,12.858475,77.724652,90,66,1,12,High,Clear
H001,Manipal Hospital,12.899484,77.50377,74,66,3,17,Medium,Stormy
H001,Manipal Hospital,12.810501,77.691573,33,23,4,19,High,Stormy
H002,Apollo Hospital,12.883861,77.575587,92,40,2,17,Low,Foggy
H002,Apollo Hospital,13.034137,77.630541,41,2,8,17,Low,Foggy
H002,Apollo Hospital,12.894509,77.553834,97,36,8,20,Medium,Rainy
H003,Sakra Hospital,12.844121,77.608504,95,21,10,20,Low,Rainy
H002,Apollo Hospital,12.996749,77.793152,31,22,5,24,Medium,Clear
H001,Manipal Hospital,12.974704,77.593296,68,18,9,19,Low,Foggy
H003,Sakra Hospital,13.003639,77.727314,54,43,4,14,Low,Clear
H003,Sakra Hospital,12.829112,77.65811,84,55,5,21,High,Foggy
H002,Apollo Hospital,13.026519,77.584819,68,16,5,21,High,Rainy
H003,Sakra Hospital,12.893786,77.575663,96,0,2,16,High,Clear
H001,Manipal Hospital,13.039281,77.536527,62,50,6,23,Medium,Foggy
H001,Manipal Hospital,13.08876,77.764759,31,3,8,28,High,Foggy
H003,Sakra Hospital,12.885266,77.664148,42,42,2,31,Medium,Clear
H001,Manipal Hospital,12.831396,77.501694,59,32,5,22,Medium,Rainy
H001,Manipal Hospital,12.81822,77.506521,87,69,10,22,Low,Clear
H003,Sakra Hospital,12.980837,77.605349,21,16,8,18,Low,Rainy
H001,Manipal Hospital,13.082882,77.523314,40,26,6,8,Low,Stormy
H003,Sakra Hospital,13.096813,77.728851,59,43,5,23,Medium,Rainy
H001,Manipal Hospital,12.925228,77.524383,38,13,0,24,Low,Stormy
H001,Manipal Hospital,12.946904,77.572883,36,31,5,25,Low,Rainy
H002,Apollo Hospital,13.038145,77.536749,52,29,0,18,Low,Rainy
H003,Sakra Hospital,12.953951,77.660474,64,31,10,21,Low,Rainy
H003,Sakra Hospital,12.95352,77.781964,47,27,2,12,Medium,Clear
H001,Manipal Hospital,13.009417,77.658104,39,37,4,9,Medium,Rainy
H002,Apollo Hospital,12.880449,77.709218,60,28,7,17,Low,Stormy
H002,Apollo Hospital,12.830224,77.546311,74,11,10,32,Medium,Stormy
H003,Sakra Hospital,12.926441,77.500975,40,17,8,23,Medium,Stormy
H003,Sakra Hospital,13.021459,77.600057,86,39,6,16,Low,Foggy
H003,Sakra Hospital,13.038076,77.597976,47,10,4,28,Low,Foggy
H001,Manipal Hospital,12.959753,77.703786,80,60,0,11,High,Foggy
H002,Apollo Hospital,12.925203,77.615607,36,25,5,19,Medium,Foggy
H002,Apollo Hospital,13.043188,77.691862,29,3,6,26,High,Clear
H001,Manipal Hospital,13.046866,77.608984,32,27,8,16,Low,Foggy
H002,Apollo Hospital,12.848771,77.563726,22,9,5,16,High,Stormy
H002,Apollo Hospital,12.980459,77.774977,62,6,10,24,Low,Clear
H003,Sakra Hospital,13.016368,77.719972,68,25,4,9,Low,Foggy
H003,Sakra Hospital,13.045588,77.733108,25,24,7,20,Critical,Rainy
H001,Manipal Hospital,12.920739,77.765255,80,34,0,14,Medium,Stormy
H003,Sakra Hospital,12.927708,77.657059,69,24,1,15,Low,Rainy
H003,Sakra Hospital,12.921871,77.768605,82,12,9,32,Low,Stormy
H003,Sakra Hospital,12.99212,77.748738,22,3,6,15,Low,Foggy
H003,Sakra Hospital,13.004247,77.569635,94,32,8,27,Medium,Foggy
H003,Sakra Hospital,12.908185,77.621103,25,10,7,20,Low,Clear
H002,Apollo Hospital,13.054074,77.605163,84,48,8,29,Medium,Clear
H002,Apollo Hospital,12.975931,77.614746,80,73,2,12,Medium,Rainy
H003,Sakra Hospital,13.075103,77.716449,56,16,3,28,Low,Clear
H002,Apollo Hospital,12.83825,77.561914,78,12,7,33,Low,Stormy
H002,Apollo Hospital,13.05962,77.795328,23,1,1,14,Medium,Stormy
H001,Manipal Hospital,13.078444,77.594081,72,32,8,14,Low,Foggy
H001,Manipal Hospital,13.085903,77.698627,43,9,4,18,Medium,Clear
H001,Manipal Hospital,12.992013,77.751821,21,18,7,23,High,Foggy
H001,Manipal Hospital,12.815721,77.662223,67,52,5,24,Medium,Foggy
H002,Apollo Hospital,12.842183,77.620932,23,21,9,20,Critical,Foggy
H001,Manipal Hospital,13.073113,77.659784,22,11,6,19,Low,Stormy
H003,Sakra Hospital,12.830274,77.568908,27,22,1,21,Critical,Stormy
H003,Sakra Hospital,12.913302,77.650791,20,14,6,19,Medium,Rainy
H001,Manipal Hospital,12.877355,77.745524,56,13,5,14,Critical,Rainy
H002,Apollo Hospital,12.805653,77.535393,21,8,9,17,Low,Foggy
H002,Apollo Hospital,12.946111,77.544114,51,40,9,24,High,Stormy
H002,Apollo Hospital,12.968451,77.596449,31,2,10,23,Low,Rainy
H001,Manipal Hospital,12.81732,77.775317,62,24,1,12,Low,Clear
H001,Manipal Hospital,12.942357,77.796636,72,5,0,16,Medium,Foggy
H001,Manipal Hospital,12.990596,77.675075,42,9,1,9,Medium,Stormy
H003,Sakra Hospital,13.062999,77.736214,49,14,6,20,Low,Stormy
H002,Apollo Hospital,13.024992,77.699447,83,2,4,27,Low,Stormy
H002,Apollo Hospital,13.066893,77.745868,51,27,9,27,Low,Clear
H003,Sakra Hospital,12.82147,77.539533,39,9,10,18,High,Clear
H001,Manipal Hospital,12.876428,77.546687,77,75,8,27,Medium,Foggy
H001,Manipal Hospital,12.906148,77.663594,95,39,3,21,Low,Stormy
H001,Manipal Hospital,13.033009,77.543656,72,14,8,25,Low,Rainy
H002,Apollo Hospital,12.935251,77.550689,33,16,2,21,High,Clear
H001,Manipal Hospital,12.869352,77.728867,86,31,10,29,Low,Rainy
H003,Sakra Hospital,13.009763,77.662882,100,44,8,20,Low,Stormy
H002,Apollo Hospital,12.87413,77.771995,27,14,6,24,High,Clear
H002,Apollo Hospital,12.948029,77.559695,74,17,1,17,Low,Rainy
H001,Manipal Hospital,13.032306,77.500281,91,50,3,12,Low,Clear
H001,Manipal Hospital,12.804985,77.565711,97,68,6,24,Low,Stormy
H001,Manipal Hospital,13.050695,77.636279,69,12,2,11,Low,Rainy
H002,Apollo Hospital,12.937621,77.582481,87,84,0,10,Low,Clear
H001,Manipal Hospital,12.821394,77.569204,68,20,0,11,Low,Clear
H002,Apollo Hospital,13.027349,77.719,60,45,0,12,Low,Stormy
H003,Sakra Hospital,13.063839,77.694084,86,49,3,14,High,Stormy
H002,Apollo Hospital,13.00519,77.734207,25,17,6,21,Low,Rainy
H001,Manipal Hospital,13.066442,77.682307,25,9,3,25,Medium,Clear
H002,Apollo Hospital,13.067252,77.529697,54,51,5,20,High,Clear
H003,Sakra Hospital,12.962304,77.59987,37,32,10,26,High,Stormy
H001,Manipal Hospital,13.073712,77.63885,88,42,10,31,Low,Foggy
H002,Apollo Hospital,12.902844,77.57291,49,28,2,23,Low,Stormy
H001,Manipal Hospital,13.007492,77.678402,63,36,7,26,Low,Rainy
H001,Manipal Hospital,12.830922,77.756248,36,26,6,14,Low,Rainy
H001,Manipal Hospital,12.883607,77.725518,35,5,9,26,Low,Rainy
H001,Manipal Hospital,12.846069,77.794773,78,2,7,22,Medium,Foggy
H003,Sakra Hospital,13.056671,77.761141,24,6,6,19,Low,Foggy
H002,Apollo Hospital,13.074024,77.687113,32,4,8,24,Medium,Foggy
H001,Manipal Hospital,12.859678,77.694209,48,36,0,11,Medium,Clear
H002,Apollo Hospital,13.029681,77.598892,54,45,5,21,Low,Rainy
H003,Sakra Hospital,12.868047,77.775959,61,36,1,19,Low,Clear
H001,Manipal Hospital,12.81158,77.519894,96,26,10,25,Low,Rainy
H001,Manipal Hospital,13.082607,77.505745,40,15,10,29,Low,Stormy
H001,Manipal Hospital,12.959178,77.654704,63,36,5,11,Low,Clear
H001,Manipal Hospital,13.090005,77.688333,41,3,3,20,High,Rainy
H003,Sakra Hospital,12.92369,77.694848,52,36,10,22,Low,Clear
H003,Sakra Hospital,12.952428,77.737299,88,31,10,25,Low,Foggy
H001,Manipal Hospital,12.853596,77.74101,61,53,10,23,Low,Rainy
H002,Apollo Hospital,12.906786,77.597634,65,43,0,10,Low,Foggy
H002,Apollo Hospital,12.809527,77.712493,26,1,4,14,Low,Clear
H002,Apollo Hospital,13.031561,77.546835,47,43,1,15,Low,Rainy
H003,Sakra Hospital,13.068759,77.526926,28,23,9,22,Medium,Rainy
H001,Manipal Hospital,13.095304,77.680626,49,44,5,21,Critical,Foggy
H002,Apollo Hospital,12.900255,77.642236,45,31,9,26,Low,Clear
H001,Manipal Hospital,12.975166,77.715517,27,0,1,23,Low,Clear
H001,Manipal Hospital,12.883411,77.500536,93,55,7,25,Low,Stormy
H001,Manipal Hospital,13.038709,77.631878,73,43,1,16,Medium,Stormy
H003,Sakra Hospital,12.862241,77.761638,81,71,0,12,Medium,Stormy
H002,Apollo Hospital,12.874881,77.716671,53,16,1,4,Low,Foggy
H001,Manipal Hospital,13.049234,77.55117,40,22,7,26,Medium,Clear
H003,Sakra Hospital,12.825748,77.571921,100,36,4,24,High,Stormy
H001,Manipal Hospital,12.880812,77.749431,77,16,6,18,Medium,Foggy
H003,Sakra Hospital,13.001115,77.756018,38,7,7,19,Critical,Foggy
H002,Apollo Hospital,13.065269,77.619232,25,2,0,17,Low,Clear
H003,Sakra Hospital,12.892181,77.561929,44,42,9,26,Low,Clear
H003,Sakra Hospital,12.912349,77.689256,38,3,7,20,Low,Stormy
H001,Manipal Hospital,12.842716,77.793267,51,18,6,23,Medium,Stormy
H002,Apollo Hospital,12.847799,77.650155,43,34,4,16,Low,Rainy
H001,Manipal Hospital,13.080119,77.673422,49,13,10,31,Medium,Stormy
H001,Manipal Hospital,12.898305,77.57051,66,40,10,38,Critical,Rainy
H001,Manipal Hospital,12.811692,77.730996,27,11,9,26,Low,Clear
H001,Manipal Hospital,13.03152,77.770835,31,14,3,16,Low,Rainy
H001,Manipal Hospital,12.941502,77.60316,84,83,9,23,Low,Clear
H001,Manipal Hospital,12.801432,77.543964,37,15,2,17,Low,Clear
H002,Apollo Hospital,13.052156,77.742444,82,29,0,11,Low,Foggy
H001,Manipal Hospital,12.955444,77.641028,30,5,3,18,Low,Rainy
H003,Sakra Hospital,12.915098,77.547214,48,10,1,23,High,Stormy
H001,Manipal Hospital,12.989135,77.51974,72,4,4,19,Low,Stormy
H003,Sakra Hospital,12.914403,77.523747,58,48,2,16,Low,Clear
H001,Manipal Hospital,12.829596,77.627984,44,10,3,19,Medium,Clear
H001,Manipal Hospital,12.806084,77.505551,70,53,10,25,High,Clear
H001,Manipal Hospital,12.831974,77.709482,67,55,0,23,Low,Rainy
H003,Sakra Hospital,12.862612,77.679449,38,19,0,14,Low,Foggy
H003,Sakra Hospital,12.978284,77.531263,80,4,10,22,Low,Rainy
H001,Manipal Hospital,12.961886,77.550035,94,11,2,18,Low,Rainy
H001,Manipal Hospital,12.828756,77.741855,71,69,2,16,Medium,Clear
H001,Manipal Hospital,13.037193,77.543237,41,33,1,11,Medium,Clear
H003,Sakra Hospital,12.832746,77.73331,92,65,1,20,High,Stormy
H003,Sakra Hospital,13.086594,77.661383,28,1,0,22,Medium,Clear
H002,Apollo Hospital,12.813021,77.740524,95,71,8,27,Low,Clear
H001,Manipal Hospital,12.898421,77.516384,55,36,3,13,Medium,Clear
H002,Apollo Hospital,12.925089,77.604298,61,3,4,10,Low,Stormy
H001,Manipal Hospital,12.952116,77.561429,64,57,8,24,Medium,Foggy
H001,Manipal Hospital,12.961758,77.799738,77,42,7,21,Critical,Clear
H002,Apollo Hospital,12.996905,77.571283,72,20,3,21,Low,Foggy
H001,Manipal Hospital,12.808123,77.572101,81,42,0,18,Medium,Stormy
H002,Apollo Hospital,12.832427,77.571738,40,28,0,20,High,Foggy
H003,Sakra Hospital,12.969248,77.594182,32,27,8,25,High,Rainy
H001,Manipal Hospital,12.943176,77.558485,97,85,5,18,Low,Foggy
H003,Sakra Hospital,12.974386,77.729,85,11,1,22,Low,Foggy
H002,Apollo Hospital,13.098923,77.591932,85,14,8,22,Low,Clear
H002,Apollo Hospital,13.016335,77.542258,38,20,8,13,Low,Foggy
H003,Sakra Hospital,13.087357,77.700126,24,23,6,25,Low,Foggy
H001,Manipal Hospital,12.965571,77.680527,55,55,2,17,Low,Rainy
H002,Apollo Hospital,12.922335,77.677261,64,41,9,17,Low,Clear
H003,Sakra Hospital,13.091403,77.574053,64,1,3,14,Low,Clear
H002,Apollo Hospital,13.030918,77.702951,23,6,1,14,Low,Clear
H001,Manipal Hospital,13.086699,77.515802,66,23,3,18,Low,Clear
H001,Manipal Hospital,13.075952,77.761674,100,59,0,15,High,Rainy
H001,Manipal Hospital,12.901252,77.587559,56,47,4,15,Medium,Foggy
H002,Apollo Hospital,13.008555,77.568371,29,13,2,8,Medium,Rainy
H002,Apollo Hospital,13.075606,77.713946,99,10,3,21,Low,Clear
H001,Manipal Hospital,12.972405,77.783743,45,28,3,25,Low,Stormy
H003,Sakra Hospital,12.979507,77.725722,93,90,0,10,Medium,Stormy
H003,Sakra Hospital,13.005626,77.685133,86,41,3,16,Medium,Rainy
H001,Manipal Hospital,12.958546,77.685081,40,25,7,20,Medium,Stormy
H002,Apollo Hospital,12.80041,77.529245,84,38,4,20,High,Rainy
H003,Sakra Hospital,12.974744,77.754599,23,16,5,21,Critical,Foggy
H003,Sakra Hospital,12.805672,77.694321,56,51,1,15,Medium,Rainy
H001,Manipal Hospital,13.041329,77.574376,51,34,7,20,Low,Stormy
H002,Apollo Hospital,13.005878,77.740385,70,0,6,16,High,Rainy
H002,Apollo Hospital,12.965833,77.674797,37,33,1,13,Low,Rainy
H003,Sakra Hospital,12.964248,77.75601,79,73,6,19,Medium,Stormy
H002,Apollo Hospital,13.052269,77.714107,51,13,6,23,Low,Clear
H003,Sakra Hospital,13.02631,77.661261,87,23,6,24,Low,Rainy
H001,Manipal Hospital,12.860585,77.692616,64,64,3,12,Low,Foggy
H001,Manipal Hospital,12.987955,77.515799,40,31,7,25,Low,Foggy
H001,Manipal Hospital,13.083439,77.772246,85,61,4,19,Low,Stormy
H003,Sakra Hospital,12.821363,77.662678,42,39,7,17,Low,Clear
H002,Apollo Hospital,13.041315,77.503563,90,80,1,12,Low,Rainy
H003,Sakra Hospital,12.942908,77.78803,46,24,10,39,Medium,Clear
H001,Manipal Hospital,13.020436,77.733055,91,62,7,19,Low,Stormy
H001,Manipal Hospital,13.058747,77.50609,41,38,5,17,Medium,Stormy
H003,Sakra Hospital,13.020572,77.692662,99,82,8,22,Low,Rainy
H002,Apollo Hospital,12.996735,77.786855,59,32,5,14,Low,Foggy
H002,Apollo Hospital,12.98921,77.773319,33,15,8,27,Medium,Foggy
H001,Manipal Hospital,13.034458,77.503491,96,19,10,26,High,Stormy
H003,Sakra Hospital,12.948459,77.677667,50,24,3,19,Low,Stormy
H001,Manipal Hospital,12.804008,77.503671,74,44,8,22,Low,Rainy
H001,Manipal Hospital,12.816751,77.515098,65,45,8,23,Low,Foggy
H002,Apollo Hospital,12.866877,77.727212,70,62,0,17,Low,Rainy
H001,Manipal Hospital,12.801084,77.777311,75,15,5,21,Low,Clear
H001,Manipal Hospital,13.069614,77.628727,62,18,0,23,Medium,Clear
H003,Sakra Hospital,12.862139,77.708922,46,8,10,20,Low,Foggy
H003,Sakra Hospital,13.022623,77.575453,60,2,2,12,Low,Foggy
